DATA E HORA UTC;CHUVA (mm);NIVEL (m);CHUVA CORRIGIDA;NIVEL CORRIGIDO;EXTRAVASAMENTO
01/01/2017 00:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 00:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 00:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 00:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 01:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 01:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 01:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 01:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 02:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 02:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 02:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 02:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 03:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 03:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 03:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 03:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 04:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 04:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 04:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 04:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 05:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 05:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 05:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 05:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 06:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 06:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 06:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 06:45;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 07:00;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 07:15;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 07:30;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 07:45;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 08:00;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 08:15;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 08:30;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 08:45;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 09:00;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 09:15;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 09:30;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 09:45;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 10:00;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 10:15;0;0,41;0,00; 0,41 ;NÃO
01/01/2017 10:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 10:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 11:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 11:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 11:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 11:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 12:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 12:15;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 12:30;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 12:45;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 13:00;0;0,42;0,00; 0,42 ;NÃO
01/01/2017 13:15;0;0,42;0,00; 0,42 ;NÃO
