data_e_hora_gmt,correcao_chuva,correcao_nivel,total_chuva_dois_dias,total_chuva_tres_dias,ocorrencia_alagamento
2022-01-02T03:15:00,0.0,0.57343,,,0.57343
2022-01-02T03:30:00,0.0,0.57252,,,0.57252
2022-01-02T03:45:00,0.0,0.57299,,,0.57299
2022-01-02T04:00:00,0.0,0.5718300000000001,,,0.5718300000000001
2022-01-02T04:15:00,0.0,0.57106,,,0.57106
2022-01-02T04:30:00,0.0,0.57114,,,0.57114
2022-01-02T04:45:00,0.20000000000000284,0.57114,,,0.57114
2022-01-02T05:00:00,0.20000000000000284,0.57088,,,0.57088
2022-01-02T05:15:00,0.0,0.5711,,,0.5711
2022-01-02T05:30:00,0.19999999999999574,0.57074,,,0.57074
2022-01-02T05:45:00,0.0,0.5707800000000001,,,0.5707800000000001
2022-01-02T06:00:00,0.0,0.57045,,,0.57045
2022-01-02T06:15:00,0.0,0.57042,,,0.57042
2022-01-02T06:30:00,0.20000000000000284,0.56991,,,0.56991
2022-01-02T06:45:00,0.0,0.5695,,,0.5695
2022-01-02T07:00:00,0.19999999999999574,0.56999,,,0.56999
2022-01-02T07:15:00,0.20000000000000284,0.57145,,,0.57145
2022-01-02T07:30:00,0.20000000000000284,0.57421,,,0.57421
2022-01-02T07:45:00,0.19999999999999574,0.57516,,,0.57516
2022-01-02T08:00:00,0.0,0.57786,,,0.57786
2022-01-02T08:15:00,0.0,0.58166,,,0.58166
2022-01-02T08:30:00,0.0,0.58562,,,0.58562
2022-01-02T08:45:00,0.0,0.58772,,,0.58772
2022-01-02T09:00:00,0.20000000000000284,0.58572,,,0.58572
2022-01-02T09:15:00,0.0,0.58121,,,0.58121
2022-01-02T09:30:00,0.19999999999999574,0.57719,,,0.57719
2022-01-02T09:45:00,0.20000000000000284,0.57602,,,0.57602
2022-01-02T10:00:00,0.3999999999999986,0.57817,,,0.57817
2022-01-02T10:15:00,0.20000000000000284,0.5811999999999999,,,0.5811999999999999
2022-01-02T10:30:00,0.19999999999999574,0.58703,,,0.58703
2022-01-02T10:45:00,0.20000000000000284,0.60027,,,0.60027
2022-01-02T11:00:00,0.0,0.61756,,,0.61756
2022-01-02T11:15:00,0.20000000000000284,0.63474,,,0.63474
2022-01-02T11:30:00,0.19999999999999574,0.64497,,,0.64497
2022-01-02T11:45:00,0.0,0.6470699999999999,,,0.6470699999999999
2022-01-02T12:00:00,0.0,0.64361,,,0.64361
2022-01-02T12:15:00,0.20000000000000284,0.63653,,,0.63653
2022-01-02T12:30:00,0.0,0.63284,,,0.63284
2022-01-02T12:45:00,0.0,0.6264000000000001,,,0.6264000000000001
2022-01-02T13:00:00,0.0,0.61695,,,0.61695
2022-01-02T13:15:00,0.0,0.60626,,,0.60626
2022-01-02T13:30:00,0.0,0.59646,,,0.59646
2022-01-02T13:45:00,0.0,0.59012,,,0.59012
2022-01-02T14:00:00,0.0,0.58575,,,0.58575
2022-01-02T14:15:00,0.0,0.58339,,,0.58339
2022-01-02T14:30:00,0.0,0.58192,,,0.58192
2022-01-02T14:45:00,0.0,0.58162,,,0.58162
2022-01-02T15:00:00,0.0,0.58189,,,0.58189
2022-01-02T15:15:00,0.0,0.58129,,,0.58129
2022-01-02T15:30:00,0.0,0.58269,,,0.58269
2022-01-02T15:45:00,0.0,0.5830700000000001,,,0.5830700000000001
2022-01-02T16:00:00,0.0,0.58851,,,0.58851
2022-01-02T16:15:00,0.0,0.58914,,,0.58914
2022-01-02T16:30:00,0.0,0.5912,,,0.5912
2022-01-02T16:45:00,0.0,0.58861,,,0.58861
2022-01-02T17:00:00,0.0,0.5938100000000001,,,0.5938100000000001
2022-01-02T17:15:00,0.0,0.5795600000000001,,,0.5795600000000001
2022-01-02T17:30:00,0.0,0.57607,,,0.57607
2022-01-02T17:45:00,0.0,0.58434,,,0.58434
2022-01-02T18:00:00,0.0,0.58326,,,0.58326
2022-01-02T18:15:00,0.0,0.58033,,,0.58033
2022-01-02T18:30:00,0.0,0.5793,,,0.5793
2022-01-02T18:45:00,0.0,0.5781000000000001,,,0.5781000000000001
2022-01-02T19:00:00,0.0,0.57606,,,0.57606
2022-01-02T19:15:00,0.0,0.57434,,,0.57434
2022-01-02T19:30:00,0.0,0.57287,,,0.57287
2022-01-02T19:45:00,0.0,0.5719700000000001,,,0.5719700000000001
2022-01-02T20:00:00,0.0,0.57144,,,0.57144
2022-01-02T20:15:00,0.0,0.57055,,,0.57055
2022-01-02T20:30:00,0.0,0.56981,,,0.56981
2022-01-02T20:45:00,0.0,0.56923,,,0.56923
2022-01-02T21:00:00,0.0,0.56921,,,0.56921
2022-01-02T21:15:00,0.0,0.56858,,,0.56858
2022-01-02T21:30:00,0.0,0.56871,0.0,,0.56871
2022-01-02T21:45:00,0.0,0.56836,0.19999999999999574,,0.56836
2022-01-02T22:00:00,0.19999999999999574,0.56832,0.0,,0.56832
2022-01-02T22:15:00,0.0,0.56839,0.0,,0.56839
2022-01-02T22:30:00,0.0,0.56809,0.0,,0.56809
2022-01-02T22:45:00,0.20000000000000284,0.5684400000000001,0.3999999999999986,,0.5684400000000001
2022-01-02T23:00:00,0.0,0.56775,0.20000000000000284,,0.56775
2022-01-02T23:15:00,0.0,0.5672,0.0,,0.5672
2022-01-02T23:30:00,0.0,0.56688,0.3999999999999986,,0.56688
2022-01-02T23:45:00,0.0,0.56654,0.0,,0.56654
2022-01-03T00:00:00,0.0,0.56627,0.3999999999999986,,0.56627
2022-01-03T00:15:00,0.0,0.56607,0.0,,0.56607
2022-01-03T00:30:00,0.20000000000000284,0.56657,0.0,,0.56657
2022-01-03T00:45:00,1.3999999999999986,0.59497,0.0,,0.59497
2022-01-03T01:00:00,0.19999999999999574,0.59666,0.0,,0.59666
2022-01-03T01:15:00,0.0,0.60317,0.20000000000000284,,0.60317
2022-01-03T01:30:00,0.20000000000000284,0.63427,0.20000000000000284,,0.63427
2022-01-03T01:45:00,0.0,0.6462600000000001,0.19999999999999574,,0.6462600000000001
2022-01-03T02:00:00,0.20000000000000284,0.62513,0.0,,0.62513
2022-01-03T02:15:00,0.0,0.60586,0.20000000000000284,,0.60586
2022-01-03T02:30:00,0.0,0.5944200000000001,0.0,,0.5944200000000001
2022-01-03T02:45:00,0.0,0.58872,0.0,,0.58872
2022-01-03T03:00:00,0.19999999999999574,0.58647,0.0,,0.58647
2022-01-03T03:15:00,0.0,0.58473,0.0,,0.58473
2022-01-03T03:30:00,1.2000000000000028,0.58572,0.0,,0.58572
2022-01-03T03:45:00,1.1999999999999957,0.6067600000000001,0.0,,0.6067600000000001
2022-01-03T04:00:00,0.6000000000000014,0.60374,0.0,,0.60374
2022-01-03T04:15:00,0.20000000000000284,0.64078,0.0,,0.64078
2022-01-03T04:30:00,0.0,0.64127,0.0,,0.64127
2022-01-03T04:45:00,0.0,0.64698,0.20000000000000284,,0.64698
2022-01-03T05:00:00,0.19999999999999574,0.63758,0.3999999999999986,,0.63758
2022-01-03T05:15:00,0.20000000000000284,0.62515,0.0,,0.62515
2022-01-03T05:30:00,0.20000000000000284,0.61563,0.3999999999999986,,0.61563
2022-01-03T05:45:00,0.0,0.60954,0.0,,0.60954
2022-01-03T06:00:00,0.0,0.6045900000000001,0.0,,0.6045900000000001
2022-01-03T06:15:00,0.0,0.6003499999999999,0.0,,0.6003499999999999
2022-01-03T06:30:00,0.0,0.59644,0.4000000000000057,,0.59644
2022-01-03T06:45:00,0.0,0.59317,0.0,,0.59317
2022-01-03T07:00:00,0.0,0.59111,0.19999999999999574,,0.59111
2022-01-03T07:15:00,0.0,0.5891700000000001,0.20000000000000284,,0.5891700000000001
2022-01-03T07:30:00,0.0,0.58721,0.20000000000000284,,0.58721
2022-01-03T07:45:00,0.0,0.58555,0.19999999999999574,,0.58555
2022-01-03T08:00:00,0.0,0.58575,0.0,,0.58575
2022-01-03T08:15:00,0.0,0.58858,0.0,,0.58858
2022-01-03T08:30:00,0.0,0.58782,0.0,,0.58782
2022-01-03T08:45:00,0.0,0.58723,0.0,,0.58723
2022-01-03T09:00:00,0.0,0.58702,0.20000000000000284,,0.58702
2022-01-03T09:15:00,0.0,0.58724,0.0,,0.58724
2022-01-03T09:30:00,0.0,0.58709,0.5999999999999943,,0.58709
2022-01-03T09:45:00,0.0,0.58652,0.20000000000000284,,0.58652
2022-01-03T10:00:00,0.0,0.5872999999999999,0.5999999999999943,,0.5872999999999999
2022-01-03T10:15:00,0.0,0.5879,0.20000000000000284,,0.5879
2022-01-03T10:30:00,0.0,0.58863,0.19999999999999574,,0.58863
2022-01-03T10:45:00,0.0,0.58831,0.20000000000000284,,0.58831
2022-01-03T11:00:00,0.0,0.5892499999999999,0.0,,0.5892499999999999
2022-01-03T11:15:00,0.0,0.58971,0.20000000000000284,,0.58971
2022-01-03T11:30:00,0.0,0.5906,0.19999999999999574,,0.5906
2022-01-03T11:45:00,0.0,0.5917,0.0,,0.5917
2022-01-03T12:00:00,0.0,0.59123,0.0,,0.59123
2022-01-03T12:15:00,0.0,0.5914,0.20000000000000284,,0.5914
2022-01-03T12:30:00,0.0,0.5916,0.20000000000000284,,0.5916
2022-01-03T12:45:00,0.0,0.59256,0.20000000000000284,,0.59256
2022-01-03T13:00:00,0.0,0.59396,0.0,,0.59396
2022-01-03T13:15:00,0.0,0.57493,0.0,,0.57493
2022-01-03T13:30:00,0.0,0.57587,0.0,,0.57587
2022-01-03T13:45:00,0.0,0.5767,0.0,,0.5767
2022-01-03T14:00:00,0.0,0.5777100000000001,0.0,,0.5777100000000001
2022-01-03T14:15:00,0.0,0.57801,0.0,,0.57801
2022-01-03T14:30:00,0.0,0.5792700000000001,0.0,,0.5792700000000001
2022-01-03T14:45:00,0.0,0.5793699999999999,0.0,,0.5793699999999999
2022-01-03T15:00:00,0.0,0.58058,0.0,,0.58058
2022-01-03T15:15:00,0.0,0.5818,0.0,,0.5818
2022-01-03T15:30:00,0.0,0.58101,0.0,,0.58101
2022-01-03T15:45:00,0.0,0.5805899999999999,0.0,,0.5805899999999999
2022-01-03T16:00:00,0.0,0.58118,0.0,,0.58118
2022-01-03T16:15:00,0.0,0.58125,0.0,,0.58125
2022-01-03T16:30:00,0.0,0.58862,0.0,,0.58862
2022-01-03T16:45:00,0.0,0.58904,0.0,,0.58904
2022-01-03T17:00:00,0.0,0.58877,0.0,,0.58877
2022-01-03T17:15:00,0.0,0.58914,0.0,,0.58914
2022-01-03T17:30:00,0.0,0.5871500000000001,4.199999999999996,,0.5871500000000001
2022-01-03T17:45:00,0.0,0.5763,0.8000000000000043,,0.5763
2022-01-03T18:00:00,0.0,0.5787100000000001,0.19999999999999574,,0.5787100000000001
2022-01-03T18:15:00,0.0,0.57934,0.20000000000000284,,0.57934
2022-01-03T18:30:00,0.0,0.57816,0.19999999999999574,,0.57816
2022-01-03T18:45:00,0.0,0.58119,0.0,,0.58119
2022-01-03T19:00:00,0.0,0.57686,0.0,,0.57686
2022-01-03T19:15:00,0.0,0.57898,0.0,,0.57898
2022-01-03T19:30:00,0.0,0.58123,0.0,,0.58123
2022-01-03T19:45:00,0.0,0.58089,0.0,,0.58089
2022-01-03T20:00:00,0.0,0.5802900000000001,0.0,,0.5802900000000001
2022-01-03T20:15:00,0.0,0.5794,0.0,,0.5794
2022-01-03T20:30:00,0.0,0.57865,0.0,,0.57865
2022-01-03T20:45:00,0.0,0.57809,0.0,,0.57809
2022-01-03T21:00:00,0.0,0.57775,0.0,,0.57775
2022-01-03T21:15:00,0.0,0.57886,0.0,,0.57886
2022-01-03T21:30:00,0.0,0.57777,0.0,,0.57777
2022-01-03T21:45:00,0.0,0.57737,0.0,,0.57737
2022-01-03T22:00:00,0.0,0.57723,0.19999999999999574,,0.57723
2022-01-03T22:15:00,0.0,0.57702,0.0,,0.57702
2022-01-03T22:30:00,0.0,0.5772200000000001,0.0,,0.5772200000000001
2022-01-03T22:45:00,0.0,0.57648,0.20000000000000284,,0.57648
2022-01-03T23:00:00,0.0,0.5764,0.0,,0.5764
2022-01-03T23:15:00,0.0,0.5770000000000001,0.0,,0.5770000000000001
2022-01-03T23:30:00,0.0,0.5769,0.0,,0.5769
2022-01-03T23:45:00,0.0,0.5774,0.0,,0.5774
2022-01-04T00:00:00,0.0,0.57792,0.0,0.0,0.57792
2022-01-04T00:15:00,0.19999999999999574,0.5781900000000001,0.0,0.19999999999999574,0.5781900000000001
2022-01-04T00:30:00,0.0,0.57942,0.20000000000000284,0.20000000000000284,0.57942
2022-01-04T00:45:00,0.0,0.58134,1.3999999999999986,1.3999999999999986,0.58134
2022-01-04T01:00:00,0.0,0.58459,0.19999999999999574,0.19999999999999574,0.58459
2022-01-04T01:15:00,0.0,0.58592,0.0,0.3999999999999986,0.58592
2022-01-04T01:30:00,0.0,0.58778,0.20000000000000284,0.4000000000000057,0.58778
2022-01-04T01:45:00,0.0,0.58792,0.0,0.0,0.58792
2022-01-04T02:00:00,0.0,0.58624,0.20000000000000284,0.6000000000000014,0.58624
2022-01-04T02:15:00,0.0,0.58345,0.20000000000000284,0.20000000000000284,0.58345
2022-01-04T02:30:00,0.0,0.58203,0.20000000000000284,0.6000000000000014,0.58203
2022-01-04T02:45:00,0.0,0.58084,0.0,0.0,0.58084
2022-01-04T03:00:00,0.0,0.58132,0.3999999999999915,0.3999999999999915,0.58132
2022-01-04T03:15:00,0.0,0.5809000000000001,0.0,0.0,0.5809000000000001
2022-01-04T03:30:00,0.0,0.58092,1.2000000000000028,1.2000000000000028,0.58092
2022-01-04T03:45:00,0.0,0.5804,1.1999999999999957,1.3999999999999986,0.5804
2022-01-04T04:00:00,0.0,0.58006,0.8000000000000043,1.000000000000007,0.58006
2022-01-04T04:15:00,0.0,0.58055,0.20000000000000284,0.3999999999999986,0.58055
2022-01-04T04:30:00,0.0,0.58014,0.19999999999999574,0.19999999999999574,0.58014
2022-01-04T04:45:00,0.0,0.58095,0.20000000000000284,0.4000000000000057,0.58095
2022-01-04T05:00:00,0.0,0.5799799999999999,0.3999999999999986,0.3999999999999986,0.5799799999999999
2022-01-04T05:15:00,0.0,0.5806600000000001,0.3999999999999986,0.3999999999999986,0.5806600000000001
2022-01-04T05:30:00,0.0,0.58101,0.20000000000000284,0.20000000000000284,0.58101
2022-01-04T05:45:00,0.0,0.5814,0.0,0.0,0.5814
2022-01-04T06:00:00,0.0,0.58096,0.0,0.0,0.58096
2022-01-04T06:15:00,0.0,0.58122,0.0,0.0,0.58122
2022-01-04T06:30:00,0.0,0.58189,0.20000000000000284,0.20000000000000284,0.58189
2022-01-04T06:45:00,0.0,0.5816899999999999,0.0,0.0,0.5816899999999999
2022-01-04T07:00:00,0.0,0.58109,0.19999999999999574,0.19999999999999574,0.58109
2022-01-04T07:15:00,0.0,0.58129,0.20000000000000284,0.20000000000000284,0.58129
2022-01-04T07:30:00,0.0,0.58092,0.3999999999999986,0.5999999999999943,0.58092
2022-01-04T07:45:00,0.0,0.58086,0.20000000000000284,0.20000000000000284,0.58086
2022-01-04T08:00:00,0.0,0.5806600000000001,0.19999999999999574,0.3999999999999986,0.5806600000000001
2022-01-04T08:15:00,0.0,0.58135,0.20000000000000284,0.20000000000000284,0.58135
2022-01-04T08:30:00,0.0,0.5814900000000001,0.0,0.0,0.5814900000000001
2022-01-04T08:45:00,0.0,0.58153,0.20000000000000284,0.20000000000000284,0.58153
2022-01-04T09:00:00,0.0,0.58252,0.19999999999999574,0.3999999999999986,0.58252
2022-01-04T09:15:00,0.0,0.58286,0.0,0.0,0.58286
2022-01-04T09:30:00,0.0,0.58648,0.0,0.0,0.58648
2022-01-04T09:45:00,0.0,0.58614,0.20000000000000284,0.20000000000000284,0.58614
2022-01-04T10:00:00,0.0,0.58625,0.0,0.0,0.58625
2022-01-04T10:15:00,0.0,0.58728,0.0,0.0,0.58728
2022-01-04T10:30:00,0.0,0.58962,0.0,0.0,0.58962
2022-01-04T10:45:00,0.0,0.57083,0.0,0.0,0.57083
2022-01-04T11:00:00,0.0,0.57096,0.0,0.0,0.57096
2022-01-04T11:15:00,0.0,0.57269,0.0,0.0,0.57269
2022-01-04T11:30:00,0.0,0.57271,0.0,0.0,0.57271
2022-01-04T11:45:00,0.0,0.57338,0.0,0.0,0.57338
2022-01-04T12:00:00,0.0,0.5733,0.0,0.3999999999999986,0.5733
2022-01-04T12:15:00,0.0,0.57467,0.0,0.0,0.57467
2022-01-04T12:30:00,0.0,0.57528,0.0,0.19999999999999574,0.57528
2022-01-04T12:45:00,0.0,0.57525,0.0,0.0,0.57525
2022-01-04T13:00:00,0.0,0.57336,0.0,0.0,0.57336
2022-01-04T13:15:00,0.0,0.57321,0.0,0.0,0.57321
2022-01-04T13:30:00,0.0,0.57425,0.0,0.0,0.57425
2022-01-04T13:45:00,0.0,0.57565,0.0,0.0,0.57565
2022-01-04T14:00:00,0.0,0.5758,0.0,0.0,0.5758
2022-01-04T14:15:00,0.20000000000000284,0.57736,0.0,0.0,0.57736
2022-01-04T14:30:00,0.0,0.57801,0.0,0.0,0.57801
2022-01-04T14:45:00,0.0,0.5774,0.0,0.0,0.5774
2022-01-04T15:00:00,0.0,0.57801,0.0,0.20000000000000284,0.57801
2022-01-04T15:15:00,0.0,0.57766,0.0,0.20000000000000284,0.57766
2022-01-04T15:30:00,0.0,0.57766,0.0,0.0,0.57766
2022-01-04T15:45:00,0.0,0.57818,0.0,0.0,0.57818
2022-01-04T16:00:00,0.0,0.57869,0.0,0.0,0.57869
2022-01-04T16:15:00,0.0,0.5781499999999999,0.0,0.0,0.5781499999999999
2022-01-04T16:30:00,0.0,0.5794100000000001,0.0,0.0,0.5794100000000001
2022-01-04T16:45:00,0.0,0.57989,0.0,0.0,0.57989
2022-01-04T17:00:00,0.0,0.57733,0.0,0.0,0.57733
2022-01-04T17:15:00,0.0,0.57776,0.0,0.0,0.57776
2022-01-04T17:30:00,0.0,0.5788000000000001,0.0,0.0,0.5788000000000001
2022-01-04T17:45:00,0.0,0.5787,0.0,0.0,0.5787
2022-01-04T18:00:00,0.0,0.57634,0.0,0.0,0.57634
2022-01-04T18:15:00,0.0,0.5725600000000001,0.0,0.0,0.5725600000000001
2022-01-04T18:30:00,0.0,0.5732200000000001,0.0,0.0,0.5732200000000001
2022-01-04T18:45:00,0.0,0.5734400000000001,0.0,0.0,0.5734400000000001
2022-01-04T19:00:00,0.0,0.5743900000000001,0.0,0.0,0.5743900000000001
2022-01-04T19:15:00,0.0,0.57312,0.0,0.0,0.57312
2022-01-04T19:30:00,0.0,0.5728300000000001,0.19999999999999574,0.19999999999999574,0.5728300000000001
2022-01-04T19:45:00,0.0,0.5731499999999999,0.0,0.0,0.5731499999999999
2022-01-04T20:00:00,0.0,0.57297,0.0,4.199999999999996,0.57297
2022-01-04T20:15:00,0.0,0.57236,0.20000000000000284,1.000000000000007,0.57236
2022-01-04T20:30:00,0.0,0.57264,0.0,0.19999999999999574,0.57264
2022-01-04T20:45:00,0.0,0.57211,0.0,0.20000000000000284,0.57211
2022-01-04T21:00:00,0.0,0.5722200000000001,0.0,0.19999999999999574,0.5722200000000001
2022-01-04T21:15:00,0.0,0.5718300000000001,0.0,0.0,0.5718300000000001
2022-01-04T21:30:00,0.0,0.57236,0.0,0.0,0.57236
2022-01-04T21:45:00,0.0,0.57248,0.0,0.0,0.57248
2022-01-04T22:00:00,0.0,0.57235,0.20000000000000284,0.20000000000000284,0.57235
2022-01-04T22:15:00,0.0,0.57276,1.3999999999999986,1.3999999999999986,0.57276
2022-01-04T22:30:00,0.0,0.57284,0.19999999999999574,0.19999999999999574,0.57284
2022-01-04T22:45:00,0.0,0.5728,0.0,0.0,0.5728
2022-01-04T23:00:00,0.0,0.573,0.20000000000000284,0.20000000000000284,0.573
2022-01-04T23:15:00,0.0,0.5734,0.0,0.0,0.5734
2022-01-04T23:30:00,0.0,0.57473,0.20000000000000284,0.20000000000000284,0.57473
2022-01-04T23:45:00,0.0,0.5750000000000001,0.0,0.0,0.5750000000000001
2022-01-05T00:00:00,0.0,0.57492,0.0,0.0,0.57492
2022-01-05T00:15:00,0.0,0.5751,0.19999999999999574,0.19999999999999574,0.5751
2022-01-05T00:30:00,0.0,0.57477,0.19999999999999574,0.19999999999999574,0.57477
2022-01-05T00:45:00,0.0,0.5746600000000001,0.0,0.0,0.5746600000000001
2022-01-05T01:00:00,0.0,0.57475,1.2000000000000028,1.2000000000000028,0.57475
2022-01-05T01:15:00,0.0,0.5753,1.1999999999999957,1.1999999999999957,0.5753
2022-01-05T01:30:00,0.0,0.57455,0.6000000000000014,0.6000000000000014,0.57455
2022-01-05T01:45:00,0.0,0.5746600000000001,0.20000000000000284,0.20000000000000284,0.5746600000000001
2022-01-05T02:00:00,0.0,0.58125,0.0,0.0,0.58125
2022-01-05T02:15:00,0.0,0.58245,0.0,0.0,0.58245
