Data e Hora (GMT);Chuva (mm);Nível (m);Correção chuva;Correção Nível;EXTRAVASAMENTO
02/01/2021 01:30;0;0,53;0;0,53;NÃO
02/01/2021 01:45;1;0,56;1;0,56;NÃO
02/01/2021 02:00;0,2;0,55;0,200000003;0,55;NÃO
02/01/2021 02:15;0,6;0,55;0,600000024;0,55;NÃO
02/01/2021 02:30;0,4;0,57;0,400000006;0,57;NÃO
02/01/2021 02:45;0;0,61;0;0,61;NÃO
02/01/2021 03:00;0;0,60;0;0,60;NÃO
02/01/2021 03:15;0;0,59;0;0,59;NÃO
02/01/2021 03:30;0;0,58;0;0,58;NÃO
02/01/2021 03:45;0;0,57;0;0,57;NÃO
02/01/2021 04:00;0;0,57;0;0,57;NÃO
02/01/2021 04:15;0;0,55;0;0,55;NÃO
02/01/2021 04:30;0;0,55;0;0,55;NÃO
02/01/2021 04:45;0;0,55;0;0,55;NÃO
02/01/2021 05:00;0;0,57;0;0,57;NÃO
02/01/2021 05:15;0;0,58;0;0,58;NÃO
02/01/2021 05:30;0;0,55;0;0,55;NÃO
02/01/2021 05:45;0;0,56;0;0,56;NÃO
02/01/2021 06:00;0;0,56;0;0,56;NÃO
02/01/2021 06:15;0;0,58;0;0,58;NÃO
02/01/2021 06:30;0;0,56;0;0,56;NÃO
02/01/2021 06:45;0;0,55;0;0,55;NÃO
02/01/2021 07:00;0;0,57;0;0,57;NÃO
02/01/2021 07:15;0;0,56;0;0,56;NÃO
02/01/2021 07:30;0;0,57;0;0,57;NÃO
02/01/2021 07:45;0;0,55;0;0,55;NÃO
02/01/2021 08:00;0;0,55;0;0,55;NÃO
02/01/2021 08:15;0;0,56;0;0,56;NÃO
02/01/2021 08:30;0;0,56;0;0,56;NÃO
02/01/2021 08:45;0;0,58;0;0,58;NÃO
02/01/2021 09:00;0;0,56;0;0,56;NÃO
02/01/2021 09:15;0;0,55;0;0,55;NÃO
02/01/2021 09:30;0;0,56;0;0,56;NÃO
02/01/2021 09:45;0;0,54;0;0,54;NÃO
02/01/2021 10:00;0;0,56;0;0,56;NÃO
02/01/2021 10:15;0;0,56;0;0,56;NÃO
02/01/2021 10:30;0;0,56;0;0,56;NÃO
02/01/2021 10:45;0;0,56;0;0,56;NÃO
02/01/2021 11:00;0;0,56;0;0,56;NÃO
02/01/2021 11:15;0;0,56;0;0,56;NÃO
02/01/2021 11:30;0;0,56;0;0,56;NÃO
02/01/2021 11:45;0;0,59;0;0,59;NÃO
02/01/2021 12:00;0;0,58;0;0,58;NÃO
02/01/2021 12:15;0;0,56;0;0,56;NÃO
02/01/2021 12:30;0;0,55;0;0,55;NÃO
02/01/2021 12:45;0;0,56;0;0,56;NÃO
02/01/2021 13:00;0;0,56;0;0,56;NÃO
02/01/2021 13:15;0;0,57;0;0,57;NÃO
02/01/2021 13:30;0,2;0,55;0,200000003;0,55;NÃO
02/01/2021 13:45;0;0,56;0;0,56;NÃO
02/01/2021 14:00;0;0,55;0;0,55;NÃO
02/01/2021 14:15;0;0,53;0;0,53;NÃO
02/01/2021 14:30;0;0,58;0;0,58;NÃO
02/01/2021 14:45;0;0,55;0;0,55;NÃO
02/01/2021 15:00;0;0,57;0;0,57;NÃO
02/01/2021 15:15;0,4;0,58;0,400000006;0,58;NÃO
02/01/2021 15:30;0;0,57;0;0,57;NÃO
02/01/2021 15:45;0;0,59;0;0,59;NÃO
02/01/2021 16:00;0;0,58;0;0,58;NÃO
02/01/2021 16:15;0;0,58;0;0,58;NÃO
02/01/2021 16:30;2,8;0,59;2,799999952;0,59;NÃO
02/01/2021 16:45;0,2;0,58;0,200000003;0,58;NÃO
02/01/2021 17:00;0,2;0,60;0,200000003;0,60;NÃO
02/01/2021 17:15;2,2;0,63;2,200000048;0,63;NÃO
02/01/2021 17:30;2;0,64;2;0,64;NÃO
02/01/2021 17:45;0,6;0,67;0,600000024;0,67;NÃO
02/01/2021 18:00;5,6;0,76;5,599999905;0,76;NÃO
02/01/2021 18:15;8,4;1,61;8,399999619;1,61;NÃO
02/01/2021 18:30;4,8;2,14;4,800000191;2,14;NÃO
02/01/2021 18:45;5,6;2,40;5,599999905;2,40;NÃO
02/01/2021 19:00;1,2;2,13;1,200000048;2,13;NÃO
02/01/2021 19:15;6;1,96;6;1,96;NÃO
02/01/2021 19:30;0,6;1,71;0,600000024;1,71;NÃO
02/01/2021 19:45;0;1,47;0;1,47;NÃO
02/01/2021 20:00;0;1,24;0;1,24;NÃO
02/01/2021 20:15;0,2;1,04;0,200000003;1,04;NÃO
02/01/2021 20:30;0;0,92;0;0,92;NÃO
02/01/2021 20:45;0,2;0,84;0,200000003;0,84;NÃO
02/01/2021 21:00;0,4;0,79;0,400000006;0,79;NÃO
02/01/2021 21:15;0,4;0,78;0,400000006;0,78;NÃO
02/01/2021 21:30;6;0,84;6;0,84;NÃO
02/01/2021 21:45;6;2,23;6;2,23;NÃO
02/01/2021 22:00;2,2;2,53;2,200000048;2,53;NÃO
02/01/2021 22:15;1,2;2,31;1,200000048;2,31;NÃO
02/01/2021 22:30;2,2;1,81;2,200000048;1,81;NÃO
02/01/2021 22:45;2,4;1,63;2,400000095;1,63;NÃO
02/01/2021 23:00;0,8;1,54;0,800000012;1,54;NÃO
02/01/2021 23:15;1,4;1,45;1,399999976;1,45;NÃO
02/01/2021 23:30;0,6;1,33;0,600000024;1,33;NÃO
02/01/2021 23:45;3,2;1,29;3,200000048;1,29;NÃO
03/01/2021 00:00;1,8;1,27;1,799999952;1,27;NÃO
03/01/2021 00:15;1,6;1,24;1,600000024;1,24;NÃO
03/01/2021 00:30;1,6;1,17;1,600000024;1,17;NÃO
03/01/2021 00:45;4,4;1,25;4,400000095;1,25;NÃO
03/01/2021 01:00;3,2;1,44;3,200000048;1,44;NÃO
03/01/2021 01:15;1,8;1,53;1,799999952;1,53;NÃO
03/01/2021 01:30;1,2;1,49;1,200000048;1,49;NÃO
03/01/2021 01:45;0,4;1,43;0,400000006;1,43;NÃO
03/01/2021 02:00;3,4;1,39;3,400000095;1,39;NÃO
03/01/2021 02:15;3,8;1,42;3,799999952;1,42;NÃO
03/01/2021 02:30;4,8;1,55;4,800000191;1,55;NÃO
03/01/2021 02:45;6,8;1,98;6,800000191;1,98;NÃO
03/01/2021 03:00;3,6;2,45;3,599999905;2,45;NÃO
03/01/2021 03:15;3,8;2,54;3,799999952;2,54;NÃO
03/01/2021 03:30;0,6;2,42;0,600000024;2,42;NÃO
03/01/2021 03:45;0,2;2,00;0,200000003;2,00;NÃO
03/01/2021 04:00;0,2;1,54;0,200000003;1,54;NÃO
03/01/2021 04:15;0,2;1,31;0,200000003;1,31;NÃO
03/01/2021 04:30;0;1,17;0;1,17;NÃO
03/01/2021 04:45;0;1,07;0;1,07;NÃO
03/01/2021 05:00;0;1,00;0;1,00;NÃO
03/01/2021 05:15;0;0,96;0;0,96;NÃO
03/01/2021 05:30;0;0,91;0;0,91;NÃO
03/01/2021 05:45;0;0,87;0;0,87;NÃO
03/01/2021 06:00;0,2;0,86;0,200000003;0,86;NÃO
03/01/2021 06:15;0,6;0,86;0,600000024;0,86;NÃO
03/01/2021 06:30;0,2;0,86;0,200000003;0,86;NÃO
03/01/2021 06:45;0;0,85;0;0,85;NÃO
03/01/2021 07:00;0;0,84;0;0,84;NÃO
03/01/2021 07:15;0;0,81;0;0,81;NÃO
03/01/2021 07:30;0,4;0,78;0,400000006;0,78;NÃO
03/01/2021 07:45;0;0,77;0;0,77;NÃO
03/01/2021 08:00;0;0,75;0;0,75;NÃO
03/01/2021 08:15;0;0,74;0;0,74;NÃO
03/01/2021 08:30;0;0,73;0;0,73;NÃO
03/01/2021 08:45;0,2;0,74;0,200000003;0,74;NÃO
03/01/2021 09:00;0,6;0,75;0,600000024;0,75;NÃO
03/01/2021 09:15;3,2;0,90;3,200000048;0,90;NÃO
03/01/2021 09:30;4,2;1,80;4,199999809;1,80;NÃO
03/01/2021 09:45;3,8;2,06;3,799999952;2,06;NÃO
03/01/2021 10:00;2,4;2,26;2,400000095;2,26;NÃO
03/01/2021 10:15;1,2;2,20;1,200000048;2,20;NÃO
03/01/2021 10:30;1;1,82;1;1,82;NÃO
03/01/2021 10:45;0,4;1,51;0,400000006;1,51;NÃO
03/01/2021 11:00;0,4;1,29;0,400000006;1,29;NÃO
03/01/2021 11:15;0;1,16;0;1,16;NÃO
03/01/2021 11:30;0,4;1,07;0,400000006;1,07;NÃO
03/01/2021 11:45;0;1,01;0;1,01;NÃO
03/01/2021 12:00;0;0,95;0;0,95;NÃO
03/01/2021 12:15;0;0,91;0;0,91;NÃO
03/01/2021 12:30;0;0,85;0;0,85;NÃO
03/01/2021 12:45;0;0,84;0;0,84;NÃO
03/01/2021 13:00;0;0,82;0;0,82;NÃO
03/01/2021 13:15;0;0,79;0;0,79;NÃO
03/01/2021 13:30;0;0,78;0;0,78;NÃO
03/01/2021 13:45;0;0,78;0;0,78;NÃO
03/01/2021 14:00;0;0,77;0;0,77;NÃO
03/01/2021 14:15;0;0,77;0;0,77;NÃO
03/01/2021 14:30;0;0,75;0;0,75;NÃO
03/01/2021 14:45;0;0,74;0;0,74;NÃO
03/01/2021 15:00;0;0,73;0;0,73;NÃO
03/01/2021 15:15;0;0,74;0;0,74;NÃO
03/01/2021 15:30;0;0,73;0;0,73;NÃO
03/01/2021 15:45;0;0,73;0;0,73;NÃO
03/01/2021 16:00;0;0,72;0;0,72;NÃO
03/01/2021 16:15;0;0,70;0;0,70;NÃO
03/01/2021 16:30;0;0,70;0;0,70;NÃO
03/01/2021 16:45;0,2;0,71;0,200000003;0,71;NÃO
03/01/2021 17:00;0;0,72;0;0,72;NÃO
03/01/2021 17:15;0,4;0,70;0,400000006;0,70;NÃO
03/01/2021 17:30;0,2;0,70;0,200000003;0,70;NÃO
03/01/2021 17:45;0;0,69;0;0,69;NÃO
03/01/2021 18:00;0,2;0,69;0,200000003;0,69;NÃO
03/01/2021 18:15;0;0,70;0;0,70;NÃO
03/01/2021 18:30;0;0,69;0;0,69;NÃO
03/01/2021 18:45;0;0,68;0;0,68;NÃO
03/01/2021 19:00;0;0,68;0;0,68;NÃO
03/01/2021 19:15;0;0,68;0;0,68;NÃO
03/01/2021 19:30;0;0,70;0;0,70;NÃO
03/01/2021 19:45;0,2;0,70;0,200000003;0,70;NÃO
03/01/2021 20:00;0;0,69;0;0,69;NÃO
03/01/2021 20:15;0;0,68;0;0,68;NÃO
03/01/2021 20:30;0,2;0,67;0,200000003;0,67;NÃO
03/01/2021 20:45;0;0,66;0;0,66;NÃO
03/01/2021 21:00;0;0,67;0;0,67;NÃO
03/01/2021 21:15;0;0,66;0;0,66;NÃO
03/01/2021 21:30;0;0,65;0;0,65;NÃO
03/01/2021 21:45;0;0,64;0;0,64;NÃO
03/01/2021 22:00;0;0,67;0;0,67;NÃO
03/01/2021 22:15;0;0,64;0;0,64;NÃO
03/01/2021 22:30;0,2;0,66;0,200000003;0,66;NÃO
03/01/2021 22:45;0;0,65;0;0,65;NÃO
03/01/2021 23:00;0;0,65;0;0,65;NÃO
03/01/2021 23:15;0;0,65;0;0,65;NÃO
03/01/2021 23:30;0;0,65;0;0,65;NÃO
03/01/2021 23:45;0;0,65;0;0,65;NÃO
04/01/2021 00:00;0;0,65;0;0,65;NÃO
04/01/2021 00:15;0;0,65;0;0,65;NÃO
04/01/2021 00:30;0;0,65;0;0,65;NÃO
04/01/2021 00:45;0,2;0,63;0,200000003;0,63;NÃO
04/01/2021 01:00;0;0,64;0;0,64;NÃO
04/01/2021 01:15;0;0,62;0;0,62;NÃO
04/01/2021 01:30;0;0,63;0;0,63;NÃO
04/01/2021 01:45;0,4;0,63;0,400000006;0,63;NÃO
04/01/2021 02:00;0,4;0,63;0,400000006;0,63;NÃO
04/01/2021 02:15;0,2;0,64;0,200000003;0,64;NÃO
04/01/2021 02:30;0;0,65;0;0,65;NÃO
04/01/2021 02:45;0,4;0,65;0,400000006;0,65;NÃO
04/01/2021 03:00;0,2;0,66;0,200000003;0,66;NÃO
04/01/2021 03:15;0,2;0,66;0,200000003;0,66;NÃO
04/01/2021 03:30;0;0,65;0;0,65;NÃO
04/01/2021 03:45;0;0,65;0;0,65;NÃO
04/01/2021 04:00;0;0,66;0;0,66;NÃO
04/01/2021 04:15;0;0,65;0;0,65;NÃO
04/01/2021 04:30;0,2;0,65;0,200000003;0,65;NÃO
04/01/2021 04:45;0;0,65;0;0,65;NÃO
04/01/2021 05:00;0;0,64;0;0,64;NÃO
04/01/2021 05:15;0;0,65;0;0,65;NÃO
04/01/2021 05:30;0;0,64;0;0,64;NÃO
04/01/2021 05:45;0;0,64;0;0,64;NÃO
04/01/2021 06:00;0;0,65;0;0,65;NÃO
04/01/2021 06:15;0;0,65;0;0,65;NÃO
04/01/2021 06:30;0;0,65;0;0,65;NÃO
04/01/2021 06:45;0;0,64;0;0,64;NÃO
04/01/2021 07:00;0;0,64;0;0,64;NÃO
04/01/2021 07:15;0;0,64;0;0,64;NÃO
04/01/2021 07:30;0;0,63;0;0,63;NÃO
04/01/2021 07:45;0;0,63;0;0,63;NÃO
04/01/2021 08:00;0;0,61;0;0,61;NÃO
04/01/2021 08:15;0;0,63;0;0,63;NÃO
04/01/2021 08:30;0;0,62;0;0,62;NÃO
04/01/2021 08:45;0;0,62;0;0,62;NÃO
04/01/2021 09:00;0;0,63;0;0,63;NÃO
04/01/2021 09:15;0;0,63;0;0,63;NÃO
04/01/2021 09:30;0;0,64;0;0,64;NÃO
04/01/2021 09:45;0;0,64;0;0,64;NÃO
04/01/2021 10:00;0;0,62;0;0,62;NÃO
04/01/2021 10:15;0;0,62;0;0,62;NÃO
04/01/2021 10:30;0;0,60;0;0,60;NÃO
04/01/2021 10:45;0;0,62;0;0,62;NÃO
04/01/2021 11:00;0;0,62;0;0,62;NÃO
04/01/2021 11:15;0;0,63;0;0,63;NÃO
04/01/2021 11:30;0;0,62;0;0,62;NÃO
04/01/2021 11:45;0;0,60;0;0,60;NÃO
04/01/2021 12:00;0;0,61;0;0,61;NÃO
04/01/2021 12:15;0;0,62;0;0,62;NÃO
04/01/2021 12:30;0;0,63;0;0,63;NÃO
04/01/2021 12:45;0;0,61;0;0,61;NÃO
04/01/2021 13:00;0;0,64;0;0,64;NÃO
04/01/2021 13:15;0;0,63;0;0,63;NÃO
04/01/2021 13:30;0;0,63;0;0,63;NÃO
04/01/2021 13:45;0;0,63;0;0,63;NÃO
04/01/2021 14:00;0;0,63;0;0,63;NÃO
04/01/2021 14:15;0;0,63;0;0,63;NÃO
04/01/2021 14:30;0;0,64;0;0,64;NÃO
04/01/2021 14:45;0;0,63;0;0,63;NÃO
04/01/2021 15:00;0;0,63;0;0,63;NÃO
04/01/2021 15:15;0;0,63;0;0,63;NÃO
04/01/2021 15:30;0;0,65;0;0,65;NÃO
04/01/2021 15:45;0;0,62;0;0,62;NÃO
04/01/2021 16:00;0;0,61;0;0,61;NÃO
04/01/2021 16:15;0;0,63;0;0,63;NÃO
04/01/2021 16:30;0;0,64;0;0,64;NÃO
04/01/2021 16:45;0;0,63;0;0,63;NÃO
04/01/2021 17:00;0;0,63;0;0,63;NÃO
04/01/2021 17:15;0;0,62;0;0,62;NÃO
04/01/2021 17:30;0;0,62;0;0,62;NÃO
04/01/2021 17:45;0;0,63;0;0,63;NÃO
04/01/2021 18:00;0;0,61;0;0,61;NÃO
04/01/2021 18:15;0;0,64;0;0,64;NÃO
04/01/2021 18:30;0;0,62;0;0,62;NÃO
04/01/2021 18:45;0;0,61;0;0,61;NÃO
04/01/2021 19:00;0;0,62;0;0,62;NÃO
04/01/2021 19:15;0;0,61;0;0,61;NÃO
04/01/2021 19:30;0;0,62;0;0,62;NÃO
04/01/2021 19:45;0;0,61;0;0,61;NÃO
04/01/2021 20:00;0;0,61;0;0,61;NÃO
04/01/2021 20:15;0;0,61;0;0,61;NÃO
04/01/2021 20:30;0;0,62;0;0,62;NÃO
04/01/2021 20:45;0;0,61;0;0,61;NÃO
04/01/2021 21:00;0;0,60;0;0,60;NÃO
04/01/2021 21:15;0;0,62;0;0,62;NÃO
04/01/2021 21:30;0;0,61;0;0,61;NÃO
04/01/2021 21:45;0;0,61;0;0,61;NÃO
04/01/2021 22:00;0;0,60;0;0,60;NÃO
04/01/2021 22:15;0;0,61;0;0,61;NÃO
04/01/2021 22:30;0;0,59;0;0,59;NÃO
04/01/2021 22:45;0;0,59;0;0,59;NÃO
04/01/2021 23:00;0;0,59;0;0,59;NÃO
04/01/2021 23:15;0,4;0,60;0,400000006;0,60;NÃO
04/01/2021 23:30;0,2;0,61;0,200000003;0,61;NÃO
04/01/2021 23:45;0;0,58;0;0,58;NÃO
05/01/2021 00:00;0;0,58;0;0,58;NÃO
05/01/2021 00:15;0;0,58;0;0,58;NÃO
05/01/2021 00:30;0;0,60;0;0,60;NÃO
05/01/2021 00:45;0;0,58;0;0,58;NÃO
05/01/2021 01:00;0;0,59;0;0,59;NÃO
05/01/2021 01:15;0;0,56;0;0,56;NÃO
05/01/2021 01:30;0;0,57;0;0,57;NÃO
05/01/2021 01:45;0;0,59;0;0,59;NÃO
05/01/2021 02:00;0;0,59;0;0,59;NÃO
05/01/2021 02:15;0;0,58;0;0,58;NÃO
05/01/2021 02:30;0;0,58;0;0,58;NÃO
05/01/2021 02:45;0;0,61;0;0,61;NÃO
05/01/2021 03:00;0;0,59;0;0,59;NÃO
05/01/2021 03:15;0;0,59;0;0,59;NÃO
05/01/2021 03:30;0;0,59;0;0,59;NÃO
05/01/2021 03:45;0;0,59;0;0,59;NÃO
05/01/2021 04:00;0;0,60;0;0,60;NÃO
05/01/2021 04:15;0;0,59;0;0,59;NÃO
05/01/2021 04:30;0;0,61;0;0,61;NÃO
05/01/2021 04:45;0;0,60;0;0,60;NÃO
05/01/2021 05:00;0;0,60;0;0,60;NÃO
05/01/2021 05:15;0;0,59;0;0,59;NÃO
05/01/2021 05:30;0;0,60;0;0,60;NÃO
05/01/2021 05:45;0;0,59;0;0,59;NÃO
05/01/2021 06:00;0;0,59;0;0,59;NÃO
05/01/2021 06:15;0;0,59;0;0,59;NÃO
05/01/2021 06:30;0;0,60;0;0,60;NÃO
05/01/2021 06:45;0;0,59;0;0,59;NÃO
05/01/2021 07:00;0;0,59;0;0,59;NÃO
05/01/2021 07:15;0;0,59;0;0,59;NÃO
05/01/2021 07:30;0;0,59;0;0,59;NÃO
05/01/2021 07:45;0;0,60;0;0,60;NÃO
05/01/2021 08:00;0;0,58;0;0,58;NÃO
05/01/2021 08:15;0;0,59;0;0,59;NÃO
05/01/2021 08:30;0;0,58;0;0,58;NÃO
05/01/2021 08:45;0;0,60;0;0,60;NÃO
05/01/2021 09:00;0;0,58;0;0,58;NÃO
05/01/2021 09:15;0;0,58;0;0,58;NÃO
05/01/2021 09:30;0;0,60;0;0,60;NÃO
05/01/2021 09:45;0;0,58;0;0,58;NÃO
05/01/2021 10:00;0;0,58;0;0,58;NÃO
05/01/2021 10:15;0;0,58;0;0,58;NÃO
05/01/2021 10:30;0;0,58;0;0,58;NÃO
05/01/2021 10:45;0;0,58;0;0,58;NÃO
05/01/2021 11:00;0;0,58;0;0,58;NÃO
05/01/2021 11:15;0;0,59;0;0,59;NÃO
05/01/2021 11:30;0;0,59;0;0,59;NÃO
05/01/2021 11:45;0;0,58;0;0,58;NÃO
05/01/2021 12:00;0;0,57;0;0,57;NÃO
05/01/2021 12:15;0;0,59;0;0,59;NÃO
05/01/2021 12:30;0;0,58;0;0,58;NÃO
05/01/2021 12:45;0;0,57;0;0,57;NÃO
05/01/2021 13:00;0;0,57;0;0,57;NÃO
05/01/2021 13:15;0;0,59;0;0,59;NÃO
05/01/2021 13:30;0;0,58;0;0,58;NÃO
05/01/2021 13:45;0;0,57;0;0,57;NÃO
05/01/2021 14:00;0;0,59;0;0,59;NÃO
05/01/2021 14:15;0;0,58;0;0,58;NÃO
05/01/2021 14:30;0;0,58;0;0,58;NÃO
05/01/2021 14:45;0;0,59;0;0,59;NÃO
05/01/2021 15:00;0;0,59;0;0,59;NÃO
05/01/2021 15:15;0;0,59;0;0,59;NÃO
05/01/2021 15:30;0;0,58;0;0,58;NÃO
05/01/2021 15:45;0;0,59;0;0,59;NÃO
05/01/2021 16:00;0;0,59;0;0,59;NÃO
05/01/2021 16:15;0;0,61;0;0,61;NÃO
05/01/2021 16:30;0;0,59;0;0,59;NÃO
05/01/2021 16:45;0;0,61;0;0,61;NÃO
05/01/2021 17:00;0;0,59;0;0,59;NÃO
05/01/2021 17:15;0;0,59;0;0,59;NÃO
05/01/2021 17:30;0;0,59;0;0,59;NÃO
05/01/2021 17:45;0;0,61;0;0,61;NÃO
05/01/2021 18:00;0;0,60;0;0,60;NÃO
05/01/2021 18:15;0;0,59;0;0,59;NÃO
05/01/2021 18:30;0;0,59;0;0,59;NÃO
05/01/2021 18:45;0;0,61;0;0,61;NÃO
05/01/2021 19:00;0;0,61;0;0,61;NÃO
05/01/2021 19:15;0;0,60;0;0,60;NÃO
05/01/2021 19:30;0;0,59;0;0,59;NÃO
05/01/2021 19:45;0;0,60;0;0,60;NÃO
05/01/2021 20:00;0;0,59;0;0,59;NÃO
05/01/2021 20:15;0;0,59;0;0,59;NÃO
05/01/2021 20:30;0;0,59;0;0,59;NÃO
05/01/2021 20:45;0;0,62;0;0,62;NÃO
05/01/2021 21:00;0;0,60;0;0,60;NÃO
05/01/2021 21:15;0;0,62;0;0,62;NÃO
05/01/2021 21:30;0;0,59;0;0,59;NÃO
05/01/2021 21:45;0;0,60;0;0,60;NÃO
05/01/2021 22:00;0;0,58;0;0,58;NÃO
05/01/2021 22:15;0;0,58;0;0,58;NÃO
05/01/2021 22:30;0;0,59;0;0,59;NÃO
05/01/2021 22:45;0;0,59;0;0,59;NÃO
05/01/2021 23:00;0;0,61;0;0,61;NÃO
05/01/2021 23:15;0;0,60;0;0,60;NÃO
